Ward_ID,LGA,Ward,Population,Routing_Cells,Weighted_2SFCA_per_10000,Median_2SFCA_per_10000,Min_2SFCA_per_10000,Max_2SFCA_per_10000,Mean_Accessible_PHC_Count,Zero_Access_Population,Zero_Access_Pct,2SFCA_Rank,Low_Access_Rank,2SFCA_Quintile
KANO_W198,Gwarzo,Jama'A,11535.081839323044,37,1.3478547425387721,1.3122889613048034,0.5873449155679857,1.910281585961854,8.311784146723637,0.0,0.0,52,433,Very High
KANO_W199,Gwarzo,Kara,35663.72525191307,55,1.1492307120251264,1.133234038356575,0.5657994457366731,1.9744577035679565,14.717100964772445,0.0,0.0,100,385,High
KANO_W200,Gwarzo,Kutama,51635.00675821304,61,1.022326637305275,1.0211115298070113,0.42876214990681094,1.8013887214817368,17.37341596440562,0.0,0.0,150,335,High
KANO_W201,Gwarzo,Lakwaya,70697.78695869446,104,0.8161472512287847,0.6965616204568136,0.11510425520780437,1.4276980356660955,12.191591106870188,0.0,0.0,252,233,Moderate
KANO_W202,Gwarzo,Madadi,37764.86453819275,62,0.8327346667965383,0.7680286597319035,0.3616123349598421,1.3858324129241006,8.040358140645708,0.0,0.0,240,245,Moderate
KANO_W203,Gwarzo,Mainika,22412.895735025406,58,0.7739787029798421,0.6552628297455962,0.24166490792738257,1.26813803824649,11.817175164535946,0.0,0.0,289,196,Moderate
KANO_W204,Gwarzo,Sabon Birni,21694.23192834854,51,1.357584835716715,1.3922885494736676,0.24892663019124514,2.034930790430901,14.238497116595509,0.0,0.0,50,435,Very High
KANO_W205,Gwarzo,Unguwar Tudu,42029.64623093605,71,0.7709387662929097,0.6024785609300036,0.24892663019124514,1.3778190361135136,13.256406919362476,0.0,0.0,292,193,Low
KANO_W206,Kabo,Dugabau,20947.9741666317,34,0.5300516374543411,0.45741539656905666,0.18519309815925933,1.3388550698474881,3.9583454750730906,0.0,0.0,433,52,Very Low
KANO_W207,Kabo,Durun,16994.924002170563,33,1.4072371483475463,1.2748176681197767,0.7711264961988372,2.259223382000982,10.629543614549734,0.0,0.0,46,439,Very High
KANO_W208,Kabo,Gammo,23415.953518867493,52,0.7857680669815689,0.6839731984149939,0.1105389796018566,1.7517901405073246,8.81342977506347,0.0,0.0,274,211,Moderate
KANO_W209,Kabo,Garo,68251.44174146652,46,1.3344496154244165,1.2232468285341422,0.3616123349598421,1.6228361488408005,22.397233108995152,0.0,0.0,59,426,Very High
KANO_W210,Kabo,Godiya,47544.993824481964,72,1.0405033956777336,0.9549110359763258,0.24843731291290605,1.7225324939746793,16.824721288344705,0.0,0.0,139,346,High
KANO_W211,Kabo,Gude,26724.13530445099,40,1.034611238676984,0.8955531763948339,0.17390606850212148,1.5409095439151195,16.216448881364624,0.0,0.0,140,345,High
KANO_W212,Kabo,Hawadin Galadima,12261.558168411255,28,1.4442519528043714,1.5497846737426375,0.7433613443146699,1.6918163863338458,9.553503396075335,0.0,0.0,42,443,Very High
KANO_W213,Kabo,Kabo,39269.683455228806,37,2.226283440149577,1.6428207179897385,0.7130617584787323,2.7437521207859046,19.456376887191958,0.0,0.0,6,479,Very High
KANO_W214,Kabo,Kanwa,18964.09841442108,37,1.0900306528302832,1.0610203455282845,0.1105389796018566,1.7983398111306361,11.077281332672403,0.0,0.0,121,364,High
KANO_W215,Kabo,Masanawa,17363.239748954773,38,0.44223430673474257,0.28380910342946297,0.18519309815925933,1.6454307088280655,3.1171514341451374,0.0,0.0,461,24,Very Low
KANO_W216,Kano Municipal,Chedi,17088.220916748047,2,0.8420750977190484,0.8452936725482252,0.839051399250884,0.8515359458455665,290.7265858904605,0.0,0.0,230,255,Moderate
KANO_W217,Kano Municipal,Dan Agundi,13177.079011201859,4,0.8180613447818463,0.8239671274846814,0.7769673249722051,0.8610440359087459,286.8395906563869,0.0,0.0,251,234,Moderate
KANO_W218,Kano Municipal,Gandu Albasa,63552.255291461945,13,0.7403553076466246,0.7583942975590571,0.6207684173541003,0.8349560066775054,268.5206354220611,0.0,0.0,319,166,Low
KANO_W219,Kano Municipal,Jakara,10346.181594848633,3,0.83648573483416,0.8365752207050969,0.8036915074019362,0.839051399250884,288.1525934832307,0.0,0.0,235,250,Moderate
KANO_W220,Kano Municipal,Kan Karofi,22157.384843349457,3,0.8396647013906963,0.8349560066775054,0.8338752596153354,0.8610440359087459,291.0495022610693,0.0,0.0,232,253,Moderate
KANO_W221,Kano Municipal,Shahuchi,15298.19793319702,1,0.8515359458455665,0.8515359458455665,0.8515359458455665,0.8515359458455665,293.0,0.0,0.0,220,265,Moderate
KANO_W222,Kano Municipal,Sharada,59435.54341816902,7,0.7486892468932581,0.7644325092284786,0.7222285399585268,0.8140589953540275,267.65552101914875,0.0,0.0,310,175,Low
KANO_W223,Kano Municipal,She She,10644.321807861328,2,0.8365969955186175,0.8276137266237513,0.8036915074019362,0.8515359458455665,289.8775994007015,0.0,0.0,234,251,Moderate
KANO_W224,Kano Municipal,Tudun Nufawa,9268.949157714844,4,0.8204398027297942,0.8378133099779905,0.8036915074019362,0.8515359458455665,286.2579167670947,0.0,0.0,249,236,Moderate
KANO_W225,Kano Municipal,Tudun Wazurchi,23992.487313985825,3,0.8585179814300966,0.8515359458455665,0.8140589953540275,0.8610440359087459,294.4964798261434,0.0,0.0,215,270,Moderate
KANO_W226,Kano Municipal,Yakasai,27750.157355308533,6,0.8442032104928738,0.8473457475496184,0.8338752596153354,0.867210380795598,292.0169662603287,0.0,0.0,227,258,Moderate
KANO_W227,Kano Municipal,Zaitawa,28596.736989974976,4,0.8464460397082177,0.8485743194326598,0.8365752207050969,0.9007690859023204,291.23471902221803,0.0,0.0,224,261,Moderate
KANO_W228,Kano Municipal,Zango,18466.421295166016,4,0.8463051967273023,0.8473457475496184,0.839051399250884,0.8580972396144356,292.0939629507817,0.0,0.0,225,260,Moderate
KANO_W229,Karaye,Daura,20978.516822338104,46,1.3162663699052526,1.3025233565955738,0.3080616259079277,2.027912414104166,14.57121470285215,0.0,0.0,63,422,Very High
KANO_W230,Karaye,Kafin Dabga,23176.963044166565,50,0.991471227447916,0.8174687839837376,0.26474241546727323,2.0045679317887384,8.64488332382257,0.0,0.0,162,323,High
KANO_W231,Karaye,Kurugu,20579.937150001526,33,1.3359529185757373,1.3027286527558775,0.4206535592962722,2.034930790430901,17.37202414961239,0.0,0.0,58,427,Very High
KANO_W232,Karaye,Kwanyawa,28291.342821121216,71,1.3008870835028428,1.2427131457160174,0.5873449155679857,2.0135622178484507,9.106111071608035,0.0,0.0,67,418,Very High
KANO_W233,Karaye,Magaji Hajji,24853.62136054039,38,1.4718210483556218,1.4956778816570522,0.5885886269743743,1.933663897998821,20.663263142491967,0.0,0.0,38,447,Very High
KANO_W234,Karaye,Magajin Gari,33174.80266427994,13,1.4612347019630743,1.3879761070888683,1.2465740915822403,1.8524266872938653,21.38687565371293,0.0,0.0,39,446,Very High
KANO_W235,Karaye,Tudun Kaya,23715.160064458847,51,0.9551221921488925,0.9613595687211137,0.43339079943181646,1.5984919731615006,6.752113967527136,0.0,0.0,173,312,High
KANO_W236,Karaye,Turawa,32651.643099546432,54,0.6854623812974316,0.7571331558612702,0.10435524292114742,1.8524266872938653,8.125006169207493,0.0,0.0,361,124,Low
KANO_W237,Karaye,Yammedi,20860.11385035515,42,1.298034716743698,0.9067384953722974,0.5051461022142121,2.161205708958761,12.88381766996053,0.0,0.0,72,413,Very High
KANO_W238,Karaye,Yola,11230.604593515396,32,1.0338814366200049,0.9045626787572353,0.40182631899327187,1.831615288143572,8.783004105182872,0.0,0.0,141,344,High
KANO_W239,Kibiya,Durba,14227.265533208847,26,1.4477542097536236,1.4533558576015166,0.5984727475815823,2.068190127232312,14.17204818143231,0.0,0.0,41,444,Very High
KANO_W240,Kibiya,Fammar,21177.797415733337,53,1.0496954091833681,0.981203952352101,0.16938395088035518,1.635936527404798,8.365964847560859,0.0,0.0,132,353,High
KANO_W241,Kibiya,Fassi,48668.62436294556,84,0.6681164207351673,0.6498621830620415,0.09883322941851659,1.4026680778663327,5.9527495122100165,0.0,0.0,374,111,Low
KANO_W242,Kibiya,Kadigawa,9896.152205228806,26,1.2301309559280245,1.1926998363052794,0.2420204718127549,1.7661266651040863,9.503436562089256,0.0,0.0,87,398,Very High
KANO_W243,Kibiya,Kahu,41642.989876031876,81,0.7211458662069419,0.7138017586791365,0.23691346565370702,1.5299283073643817,10.061315540350098,0.0,0.0,332,153,Low
KANO_W244,Kibiya,Kibiya 1,25239.913744449615,7,1.34398931227781,1.4405213400007548,0.969802885220088,1.5919712503616834,18.90790125407745,0.0,0.0,55,430,Very High
KANO_W245,Kibiya,Kibiya 2,16369.628731250763,22,1.3441869615301798,1.2805272813323312,0.7521867822927024,1.498725467496737,16.694526931362187,0.0,0.0,54,431,Very High
KANO_W246,Kibiya,Nariya,22977.379840135574,46,1.0535490572779898,1.1201803142039246,0.4678121435604574,2.116480898276314,14.650453665551355,0.0,0.0,130,355,High
KANO_W247,Kibiya,Tarai,25802.037469625473,41,1.030680197122557,0.9477883698357887,0.0,1.5299283073643817,12.051634349812623,347.1725337505341,1.3455237174941344,143,342,High
KANO_W248,Kibiya,Unguwar Gai,21078.79191470146,47,1.115627185968668,0.9946238663504432,0.56158528103731,1.9893984125299267,11.718275896481304,0.0,0.0,108,377,High
KANO_W249,Kiru,Baawa,45581.84206485748,150,0.5729218637001692,0.5643232736776109,0.0,1.576562620743611,1.5648480370903224,4377.675413608551,9.603989692605325,415,70,Very Low
KANO_W250,Kiru,Badafi,49897.09845435619,163,0.9007029791907534,0.6770456287758877,0.0,2.116158154318113,7.347848458308682,16.961720943450928,0.03399340135772987,198,287,Moderate
KANO_W251,Kiru,Bargoni,49621.100811719894,81,0.9339082048094536,0.890566086451718,0.045801705924860284,1.8859691640905911,8.972052233172656,0.0,0.0,181,304,High
KANO_W252,Kiru,Bauda,17257.104536533356,28,0.4789319407924494,0.5141654756576741,0.0,0.6024981556979738,4.160148100991731,1039.3984580039978,6.023017684128802,450,35,Very Low
KANO_W253,Kiru,Dangora,33435.30783319473,64,0.6950244223923459,0.6062458565564308,0.0501692982355463,1.012239347066,7.607815775765687,0.0,0.0,353,132,Low
KANO_W254,Kiru,Dansoshiya,17936.17236971855,65,1.189255358493591,1.012239347066,0.0,1.7726907671436465,2.1739263615935274,82.99487781524658,0.4627234624225955,92,393,Very High
KANO_W255,Kiru,Dashi,11485.352670431137,26,1.2659666630882471,1.331170986176676,0.6691163815386864,1.7065124577878183,15.073060617152612,0.0,0.0,78,407,Very High
KANO_W256,Kiru,Galadimawa,13565.169162273407,32,0.8723542387654691,0.8228326789415767,0.449115493947079,1.4113204523943979,7.78050609379956,0.0,0.0,210,275,Moderate
KANO_W257,Kiru,Kiru,71204.89597964287,45,1.1484236741469434,1.1359606026166609,0.33478455488828124,1.7065124577878183,14.400142491848609,0.0,0.0,101,384,High
KANO_W258,Kiru,Kogo,23040.690415382385,37,0.6024964656190285,0.49150332243041145,0.0501692982355463,1.4794475636883893,7.331256337794185,0.0,0.0,405,80,Very Low
KANO_W259,Kiru,Maraku,23669.96942639351,55,0.7612660596753988,0.7263692890701952,0.0,1.261527508297814,9.288126212923698,352.3076376914978,1.4884161079593645,300,185,Low
KANO_W260,Kiru,Tsaudawa,11463.591928958893,21,1.1941066731263463,1.261527508297814,0.09929235182853363,1.7621135817328684,13.302259473671226,0.0,0.0,91,394,Very High
KANO_W261,Kiru,Yako,26821.408928632736,29,0.9912682729274785,0.8114270425793315,0.09929235182853363,1.4794475636883893,11.072601234306788,0.0,0.0,163,322,High
KANO_W262,Kiru,Yalwa,69497.12743091583,81,0.7223095240921263,0.5995386946782533,0.0,1.3746505611065152,10.108790485873792,990.7670230865479,1.4256229857434433,331,154,Low
KANO_W263,Kiru,Zuwo,23033.242586374283,39,0.9919395625065622,0.890566086451718,0.45741539656905666,1.5945328791772224,6.335665058678517,0.0,0.0,161,324,High
KANO_W264,Kumbotso,Chalawa,43289.80251598358,37,0.4994765070019012,0.4854339110690784,0.12917762883366127,0.7361923862855599,54.42833081597483,0.0,0.0,444,41,Very Low
KANO_W265,Kumbotso,Chiranchi,198925.14441156387,25,0.536329399238654,0.4612993520324805,0.28765038117200586,0.7339492330993262,159.02229947064149,0.0,0.0,432,53,Very Low
KANO_W266,Kumbotso,Dan Maliki,278711.66805434227,24,0.5927810779288627,0.5640287337936463,0.46036357831045494,0.743566017035701,212.2949857684419,0.0,0.0,412,73,Very Low
KANO_W267,Kumbotso,Danbare,114465.84750008583,33,0.5534720904213355,0.5264590821371647,0.33020151213081483,0.8122944333407699,133.59701645461618,0.0,0.0,425,60,Very Low
KANO_W268,Kumbotso,Garun Gawa,83048.29761075974,29,0.5706032527941662,0.52660957454076,0.35465979134969605,0.7456993270603139,191.9495411845046,0.0,0.0,417,68,Very Low
KANO_W269,Kumbotso,Kumbotso,39396.39269900322,21,0.33041454864982406,0.3103149136305322,0.20706071539110998,0.46733338595042057,53.489523232726185,0.0,0.0,478,7,Very Low
KANO_W270,Kumbotso,Kureken Sani,60094.16771411896,22,0.5189590083427608,0.5563211366403505,0.3816413429001567,0.7212417873744782,137.10700515568863,0.0,0.0,436,49,Very Low
KANO_W271,Kumbotso,Mariri,140039.119617939,35,0.6090563617502527,0.49731804579116545,0.3263379584625546,0.8026855628696731,163.10271338727233,0.0,0.0,403,82,Very Low
KANO_W272,Kumbotso,Naibawa,171205.67027902603,32,0.5991082680985982,0.5698466248445719,0.20706071539110998,0.8019932875272873,177.14944023769544,0.0,0.0,408,77,Very Low
KANO_W273,Kumbotso,Panshekara,101506.53032851219,25,0.3908790740722052,0.3189017420742185,0.12917762883366127,0.47250948290535844,56.50290315922478,0.0,0.0,472,13,Very Low
KANO_W274,Kumbotso,Unguwar Rimi,42530.13511133194,31,0.4683986939228778,0.4382869321736363,0.3549062655740707,0.8019932875272873,91.21479025652172,0.0,0.0,452,33,Very Low
KANO_W275,Kunchi,Bumai,15435.597174167633,61,1.4104999007605634,1.5501229103594596,0.16313256285248937,3.3509214878839297,9.41073938632864,0.0,0.0,45,440,Very High
KANO_W276,Kunchi,Garun Sheme,12664.605396032333,33,0.7720324780974565,0.7426885216467137,0.2938300898803413,2.0174695231379043,5.209609223784839,0.0,0.0,291,194,Low
KANO_W277,Kunchi,Gwarmai,35510.20523071289,77,1.0461033814400398,1.1089309898453497,0.2098692643323953,2.126394503797614,8.617732698698461,0.0,0.0,134,351,High
KANO_W278,Kunchi,Kasuwar Kuka,28648.821222305298,46,1.3188571905804622,1.3421700334394457,0.6744708804231118,1.5628878293439759,10.276036800313772,0.0,0.0,62,423,Very High
KANO_W279,Kunchi,Kunchi,19424.309900283813,37,1.5721771599586551,1.5316246903857023,0.8938612071575776,3.42523614478414,8.864406905430961,0.0,0.0,31,454,Very High
KANO_W280,Kunchi,Matan Fada,22818.778262138367,55,1.9007545773263699,1.7767729683180398,0.4484852132948879,3.42523614478414,4.826815650888459,0.0,0.0,14,471,Very High
KANO_W281,Kunchi,Ridawa,13479.20402765274,23,1.2994933140701541,1.3186080549266288,0.644774277583309,1.5344725617161556,8.526345137169484,0.0,0.0,70,415,Very High
KANO_W282,Kunchi,Shamakawa,22933.429236888885,59,1.2497528189627403,1.3305925919052688,0.2565011276652535,2.0174695231379043,6.625859798612953,0.0,0.0,80,405,Very High
KANO_W283,Kunchi,Shuwaki,34506.36552619934,83,1.5919716481865873,1.551986185304994,0.25511087785833164,3.3509214878839297,10.429927048609676,0.0,0.0,28,457,Very High
KANO_W284,Kunchi,Yandadi,25727.139482975006,50,1.6801004014202319,1.3880434638060708,0.2565011276652535,2.3843553671452975,11.187221894850337,0.0,0.0,21,464,Very High
KANO_W285,Kura,Dalili,24966.067092895508,17,1.5280643476926974,1.4836969631251116,0.1592390844482107,2.0735466996082885,29.247272815940143,0.0,0.0,32,453,Very High
KANO_W286,Kura,Dan Hassan,36843.61116313934,32,0.7941196583584027,0.7793370983018629,0.21495026690765964,1.0855757742665877,15.665254870788454,0.0,0.0,270,215,Moderate
KANO_W287,Kura,Dukawa,23535.37387251854,21,0.7209780899507836,0.7487379884358155,0.2758414188179141,0.8427298170262061,5.881327133116674,0.0,0.0,334,151,Low
KANO_W288,Kura,Gundutse,20832.010462760925,11,0.6711367824399423,0.6467638604774015,0.4380705187968873,0.9565787803590434,27.286994750387134,0.0,0.0,373,112,Low
KANO_W289,Kura,Karfi,40829.94744992256,23,0.7404152800474586,0.5953313425361348,0.21660401703579554,1.0855757742665877,26.085753754994116,0.0,0.0,318,167,Low
KANO_W290,Kura,Kosawa,27897.959646701813,34,0.8218302273156295,0.8503283124827653,0.33297690281046327,1.5886722125659511,17.266208562997466,0.0,0.0,247,238,Moderate
KANO_W291,Kura,Kura Sarki,39541.50338768959,4,1.2015513776759146,1.1782040342798148,1.1240725547511006,1.2332732800287225,28.857845632571788,0.0,0.0,89,396,Very High
KANO_W292,Kura,Kurun Sumau,32261.195496559143,4,1.3478461018009025,1.6253421614989567,1.2332732800287225,1.8628849629633102,31.60778880851847,0.0,0.0,53,432,Very High
KANO_W293,Kura,Rigar Duka,30873.55360198021,30,0.7759802298123607,0.7468751467490073,0.31377571491520684,1.8628849629633102,19.170356211833077,0.0,0.0,287,198,Moderate
KANO_W294,Kura,Tanawa,14539.181217670442,4,1.2518700735685142,1.315831088530953,1.1998321087477293,1.531486862502546,30.55319307210879,0.0,0.0,79,406,Very High
KANO_W295,Madobi,Burji,14089.39015007019,18,0.5734981834129239,0.5111347308960486,0.3671319431957333,0.9519235682975381,21.9975635429203,0.0,0.0,414,71,Very Low
KANO_W296,Madobi,Cinkoso,7920.3715624809265,10,0.38730816926704825,0.41178915792895693,0.22364051519308123,0.5083700913965805,4.092368167313636,0.0,0.0,473,12,Very Low
KANO_W297,Madobi,Galinja,6475.866956472397,5,0.22031779718786554,0.22114943275077248,0.21660401703579554,0.23436079783337743,7.729848149881377,0.0,0.0,484,1,Very Low
KANO_W298,Madobi,Gora,39827.11561369896,64,0.8249610676837719,0.7370243075776308,0.0592545974495015,1.8002271457132917,10.060217213932562,0.0,0.0,244,241,Moderate
KANO_W299,Madobi,Kafin Agur,15162.483126878738,20,0.7385373410712625,0.8207641045156242,0.431768729594843,0.9318992177561505,14.800779816453566,0.0,0.0,320,165,Low
KANO_W300,Madobi,Kanwa,28439.945814609528,28,0.29654659931031674,0.3069601501717347,0.12952030739187154,0.8919490051781577,8.722917913632338,0.0,0.0,481,4,Very Low
