Ward_ID,LGA,Ward,Demand_Population,Weighted_Mean_Time_Min,Pct_Within_5min,Pct_Within_10min,P90_Cell_Time_Min,Population,Weighted_2SFCA_per_10000,Mean_Accessible_PHC_Count,Zero_Access_Pct,Population_Difference,Population_2025,Supply_Underserved,Travel_Underserved,Coverage_Underserved,Underserved_Dimensions,Underserved_Class
KANO_W035,Bebeji,Durmawa,29779.589923381805,3.104172625160825,65.4488854440823,97.4319797129104,8.298461578074038,29779.589923381805,1.060543854620702,7.198620323106657,0.0,0.0,29779.589923381805,False,False,True,1,Single-Dimension Underserved
KANO_W036,Bebeji,Gargai,21902.19045829773,1.9006592219563367,95.60843668092475,100.0,8.205132527229656,21902.19045829773,0.7925185753759206,11.007494683102262,0.0,0.0,21902.19045829773,False,False,False,0,Relatively Better Served
KANO_W037,Bebeji,Gwarmai,54313.49741625786,2.437268322402319,83.39536349600061,99.32395422824725,6.088839833367768,54313.49741625786,0.6334974588090387,7.575148889923969,4.532296845490804,0.0,54313.49741625786,True,False,False,1,Single-Dimension Underserved
KANO_W038,Bebeji,Kofa,23055.134974956512,3.3135361181635905,50.349423163858695,100.0,6.072774456202936,23055.134974956512,0.6867002926268916,7.330795499710911,0.0,0.0,23055.134974956512,False,False,True,1,Single-Dimension Underserved
KANO_W039,Bebeji,Kuki,24537.51567196846,4.113520457310482,67.12826680585809,84.48257493517951,10.69975560537796,24537.51567196846,0.6358570680283401,4.8177753322188765,0.0,0.0,24537.51567196846,True,True,True,3,Critical Underserved
KANO_W040,Bebeji,Rahama,27304.87781572342,2.2902889892145817,79.50055864906639,98.18233030340754,8.012731120022591,27304.87781572342,0.9297152409864056,9.717450846691223,0.0,0.0,27304.87781572342,False,False,False,0,Relatively Better Served
KANO_W041,Bebeji,Ranka,34916.460077762604,6.667961624832802,43.26624159656417,80.3152618262989,17.456349686706588,34916.460077762604,0.5629661431028001,6.179919748796968,4.4503896063285175,0.0,34916.460077762604,True,True,True,3,Critical Underserved
KANO_W042,Bebeji,Rantan,50408.79292225838,2.2466952123023742,85.0502845291678,96.89266937848409,8.664017420790032,50408.79292225838,0.5596412417899295,5.149186916305576,0.0,0.0,50408.79292225838,True,False,False,1,Single-Dimension Underserved
KANO_W043,Bebeji,Tariwa,28358.65462136269,2.367362330559837,88.5427581836946,100.0,8.676693721341373,28358.65462136269,0.6654710261348982,5.411385635084659,0.0,0.0,28358.65462136269,False,False,False,0,Relatively Better Served
KANO_W044,Bebeji,Wak,22383.871805906296,1.2196024443300624,98.45278028000035,100.0,5.868648344134518,22383.871805906296,1.371873027227434,20.2595862164424,0.0,0.0,22383.871805906296,False,False,False,0,Relatively Better Served
KANO_W045,Bichi,Badume,90503.92381310464,1.7679456757569751,94.45819662353206,99.61881374110374,5.569849349251738,90503.92381310464,1.325544808812597,17.550521870495814,0.5521222571822221,0.0,90503.92381310464,False,False,False,0,Relatively Better Served
KANO_W046,Bichi,Bichi,124955.556773901,1.836125330979088,93.83990039078112,98.56999530412908,7.711890463601271,124955.556773901,1.283248871498478,22.07085348124913,0.0,0.0,124955.556773901,False,False,False,0,Relatively Better Served
KANO_W047,Bichi,Danzabuwa,61892.10955309868,3.578005627437737,75.44609402811767,91.3089196453879,10.29104198243185,61892.10955309868,1.1872019442202597,11.676473768847655,5.460528956245149,0.0,61892.10955309868,False,False,False,0,Relatively Better Served
KANO_W048,Bichi,Fagolo,24970.085165023804,2.9236775493941165,73.83829525551347,100.0,5.90387599245862,24970.085165023804,1.368004072445242,12.184708967536166,0.0,0.0,24970.085165023804,False,False,False,0,Relatively Better Served
KANO_W049,Bichi,Kau-Kau,33661.78238654137,2.3222000963683267,80.39979495186583,100.0,6.407775659869072,33661.78238654137,1.091772913449366,18.67654392013736,0.0,0.0,33661.78238654137,False,False,False,0,Relatively Better Served
KANO_W050,Bichi,Kwamarawa,28445.725249290463,3.352928710173532,66.48079292460564,100.0,6.389390372179473,28445.725249290463,1.1343600018310152,11.338109915871613,0.0,0.0,28445.725249290463,False,False,True,1,Single-Dimension Underserved
KANO_W051,Bichi,Kyalli,47393.93415474892,3.053349638294909,76.8846125861086,95.11372516225896,8.531865654281098,47393.93415474892,1.1045819303068962,14.783234851558047,0.0,0.0,47393.93415474892,False,False,False,0,Relatively Better Served
KANO_W052,Bichi,Muntsira,51636.58268404007,2.720803195325808,81.97531192559111,93.24669990070616,5.010526155514804,51636.58268404007,0.7223949431531392,9.97165585190219,0.0,0.0,51636.58268404007,False,False,False,0,Relatively Better Served
KANO_W053,Bichi,Saye,24767.7471306324,1.6596374921840729,99.63712181623944,100.0,4.772688875493119,24767.7471306324,1.5985809486228206,15.40302120160417,0.0,0.0,24767.7471306324,False,False,False,0,Relatively Better Served
KANO_W054,Bichi,Waire,36939.8991420269,4.379026573797194,61.86525583071849,100.0,8.126415135181448,36939.8991420269,1.0441206871992397,6.606588010100715,0.0,0.0,36939.8991420269,False,True,True,2,Compound Underserved
KANO_W055,Bichi,Yallami,46898.301015377045,3.073977257337,78.95638029634043,98.70280067998162,7.037277030715057,46898.301015377045,1.2243000367391008,13.069600201385471,0.0,0.0,46898.301015377045,False,False,False,0,Relatively Better Served
KANO_W056,Bunkure,Barkum,44461.25253152847,3.401439416342347,71.58362374816136,97.25957431141596,11.94589105524319,44461.25253152847,0.7875324956579164,10.561874201723572,0.0,0.0,44461.25253152847,False,False,False,0,Relatively Better Served
KANO_W057,Bunkure,Bono,24751.14481639862,3.712077159098436,70.50311513214925,99.57696651577484,7.509812396900987,24751.14481639862,0.7852907885932718,8.75320585273426,0.0,0.0,24751.14481639862,False,False,False,0,Relatively Better Served
KANO_W058,Bunkure,Bunkure,45696.68604969978,2.0788967482738574,97.67534464168884,100.0,4.918214661916668,45696.68604969978,1.023718832453863,10.151946068034606,0.0,0.0,45696.68604969978,False,False,False,0,Relatively Better Served
KANO_W059,Bunkure,Chirin,29887.835190296173,2.9009424929120597,77.59817537590308,99.97671496293736,7.537701920947489,29887.835190296173,0.720621088060707,4.7003654484385455,0.0,0.0,29887.835190296173,False,False,False,0,Relatively Better Served
KANO_W060,Bunkure,Gafan,25388.39962720871,2.871649231758052,79.34420918457657,85.62155398950728,10.930589807377432,25388.39962720871,0.7004250758785902,8.816135197248313,0.0,0.0,25388.39962720871,False,False,False,0,Relatively Better Served
KANO_W061,Bunkure,Gurjiya,25989.094090223312,2.943659702620734,92.76747524263811,94.99491204351762,11.206781899077438,25989.094090223312,0.9202973837945216,10.86349542372027,0.0,0.0,25989.094090223312,False,False,False,0,Relatively Better Served
KANO_W062,Bunkure,Gwamma,25466.694618225098,3.1535230378315138,67.43135162980288,100.0,6.4361417414593785,25466.694618225098,0.7846260252757821,9.63355449385756,0.0,0.0,25466.694618225098,False,False,True,1,Single-Dimension Underserved
KANO_W063,Bunkure,Kulluwa,21825.624680042267,7.720812954574262,53.777732459903305,74.38953592387485,23.37121874268331,21825.624680042267,0.5127079052059398,6.375076545458543,23.93619307869092,0.0,21825.624680042267,True,True,True,3,Critical Underserved
KANO_W064,Bunkure,Kumurya,41578.92378759384,2.774592650746003,83.24973997250233,100.0,7.346423518037218,41578.92378759384,0.9756094271227748,11.663275145531404,0.0,0.0,41578.92378759384,False,False,False,0,Relatively Better Served
KANO_W065,Bunkure,Sanda,35920.06992530823,2.550000972335845,83.23246088629318,96.23929614126892,7.964148530901514,35920.06992530823,0.9933581612006084,11.739733188615162,0.0,0.0,35920.06992530823,False,False,False,0,Relatively Better Served
KANO_W066,Dala,Adakawa,19510.984001159668,0.4038577688266184,100.0,100.0,0.5844511823828717,19510.984001159668,0.847807714726174,289.91597950505434,0.0,0.0,19510.984001159668,False,False,False,0,Relatively Better Served
KANO_W067,Dala,Bakin Ruwa,20582.47504425049,0.5896157272131474,100.0,100.0,0.6864625538278704,20582.47504425049,0.7857656939720015,276.565144777047,0.0,0.0,20582.47504425049,False,False,False,0,Relatively Better Served
KANO_W068,Dala,Dala,13835.651345729828,0.312242472113951,100.0,100.0,1.6449559020091102,13835.651345729828,0.8350680741530817,287.58254336203265,0.0,0.0,13835.651345729828,False,False,False,0,Relatively Better Served
KANO_W069,Dala,Dogon Nama,17537.00440311432,0.5784573258417293,100.0,100.0,0.9533334529919648,17537.00440311432,0.7689137857504337,271.27855375752466,0.0,0.0,17537.00440311432,False,False,False,0,Relatively Better Served
KANO_W070,Dala,Gobirawa,202097.43734645844,1.0967643673678646,100.0,100.0,1.6592399990766815,202097.43734645844,0.7465080047057516,231.88960853531364,0.0,0.0,202097.43734645844,False,False,False,0,Relatively Better Served
KANO_W071,Dala,Gwammaja,45086.1358101368,1.0702520728251763,100.0,100.0,1.9974354889244523,45086.1358101368,0.821322132534655,281.26205415027977,0.0,0.0,45086.1358101368,False,False,False,0,Relatively Better Served
KANO_W072,Dala,Kabuwaya,7177.064601182938,0.7203352750571218,100.0,100.0,1.7682968572259474,7177.064601182938,0.843096515656941,287.28523064605633,0.0,0.0,7177.064601182938,False,False,False,0,Relatively Better Served
KANO_W073,Dala,Kantudu,7311.206146240234,0.3520380744279076,100.0,100.0,0.5867226911197961,7311.206146240234,0.8395862735178978,288.2147704603332,0.0,0.0,7311.206146240234,False,False,False,0,Relatively Better Served
KANO_W074,Dala,Kofar Mazugal,15307.040576696396,0.5261978344370466,100.0,100.0,1.0386066820872102,15307.040576696396,0.8880701196972737,295.67039770554715,0.0,0.0,15307.040576696396,False,False,False,0,Relatively Better Served
KANO_W075,Dala,Kofar Ruwa,135677.9864835739,1.3142162646176392,100.0,100.0,1.8815256427897928,135677.9864835739,0.7480218534356032,254.10845995624612,0.0,0.0,135677.9864835739,False,False,False,0,Relatively Better Served
KANO_W076,Dala,Madigawa,21879.958984375,0.7727452888710203,100.0,100.0,0.9910462708418394,21879.958984375,0.7806435268225624,274.81547600782733,0.0,0.0,21879.958984375,False,False,False,0,Relatively Better Served
KANO_W077,Dala,Yalwa,10913.062141895294,1.0305524720676429,100.0,100.0,1.0104029363481826,10913.062141895292,0.7465705506611633,266.2956550280548,0.0,1.8189894035458565e-12,10913.062141895294,False,False,False,0,Relatively Better Served
KANO_W078,Dambatta,Ajumawa,55442.74114990234,1.8009044499094728,88.69636443932346,100.0,5.671568818797462,55442.74114990234,0.7952880459026873,16.239351413041415,0.0,0.0,55442.74114990234,False,False,False,0,Relatively Better Served
KANO_W079,Dambatta,Danbatta East,92805.13618087769,1.6526359846595442,98.83127993342808,100.0,4.58831201243064,92805.13618087769,1.005015326963509,26.680354798739213,0.0,0.0,92805.13618087769,False,False,False,0,Relatively Better Served
KANO_W080,Dambatta,Danbatta West,82826.8969039917,1.6173937058581902,99.90509801283277,100.0,3.593684825703512,82826.8969039917,1.0021824857676698,26.01906812098569,0.0,0.0,82826.8969039917,False,False,False,0,Relatively Better Served
KANO_W081,Dambatta,Fagwalawa,45192.51347398758,4.464493239991378,66.44736047981979,98.70686139236076,8.560308402842129,45192.51347398758,0.8847900782248346,8.044952858592524,0.0,0.0,45192.51347398758,False,True,True,2,Compound Underserved
KANO_W082,Dambatta,Goron Maje,28022.33770275116,6.863982401766433,46.11593676821505,71.73902682079932,15.158696373961495,28022.33770275116,1.0281047817899238,3.452101799835714,9.81747586326997,0.0,28022.33770275116,False,True,True,2,Compound Underserved
KANO_W083,Dambatta,Gwanda,31257.3174264431,4.566260045076541,54.96274287088462,87.07122103166141,10.43228958787543,31257.3174264431,0.9305069024946075,4.8021941077782975,0.0,0.0,31257.3174264431,False,True,True,2,Compound Underserved
KANO_W084,Dambatta,Gwarabjawa,73836.61919975281,3.157001535568506,72.3348799119274,93.8109169800617,10.038620872042785,73836.61919975281,0.7258577073534088,8.482899518110475,0.0,0.0,73836.61919975281,False,False,False,0,Relatively Better Served
KANO_W085,Dambatta,Kore,34694.26978778839,2.586624426500969,82.85409283876089,99.39940302723085,6.695439366431671,34694.26978778839,1.1686304681232378,6.4803658476744,0.6005969727691655,0.0,34694.26978778839,False,False,False,0,Relatively Better Served
KANO_W086,Dambatta,Saidawa,56500.86523294449,3.8723252862003834,71.21317122864914,93.0434242799688,9.536186126143395,56500.86523294449,0.8814395520260849,8.99545467283966,0.809751886899133,0.0,56500.86523294449,False,True,False,1,Single-Dimension Underserved
KANO_W087,Dambatta,San San,23166.29583621025,3.4047896313600514,77.22890788700005,90.43987536651392,10.490413044106514,23166.29583621025,1.1819368780158457,5.336475632005566,0.0,0.0,23166.29583621025,False,False,False,0,Relatively Better Served
KANO_W088,Dawakin Kudu,Dabar Kwari,34017.96837592125,6.564075151840978,36.9208759982447,72.80836595580405,10.887719835331714,34017.96837592125,0.6328429780036152,8.004629783435105,0.0,0.0,34017.96837592125,True,True,True,3,Critical Underserved
KANO_W089,Dawakin Kudu,Danbagina,41607.82873606682,4.4364493999364925,57.74858912201156,98.43595629296628,6.694874801844115,41607.82873606682,0.6261662979950804,15.184608956323414,0.0,0.0,41607.82873606682,True,True,True,3,Critical Underserved
KANO_W090,Dawakin Kudu,Dawaki,73490.75660037994,2.1782722887901955,87.6194346262031,100.0,6.611829976304279,73490.75660037994,0.3245442515133513,10.610015157776598,0.0,0.0,73490.75660037994,True,False,False,1,Single-Dimension Underserved
KANO_W091,Dawakin Kudu,Dawakiji,63758.0076212883,3.531023376260304,78.26824581125828,100.0,8.578022776188261,63758.0076212883,0.3361807089116359,11.248928596399672,0.0,0.0,63758.0076212883,True,False,False,1,Single-Dimension Underserved
KANO_W092,Dawakin Kudu,Dosan,29937.709733963013,1.9845767214866104,89.85581982967851,100.0,5.483763941073347,29937.709733963013,0.4545882129700336,5.482291960750489,0.0,0.0,29937.709733963013,True,False,False,1,Single-Dimension Underserved
KANO_W093,Dawakin Kudu,Gano,45035.87121248245,1.653254930445555,87.82551408544192,100.0,6.3841001395925225,45035.87121248245,0.6923686419508399,13.550983255264788,0.0,0.0,45035.87121248245,False,False,False,0,Relatively Better Served
KANO_W094,Dawakin Kudu,Gurjiya,29122.107536792755,3.2406649730843147,77.7595074169441,100.0,6.972533387479039,29122.107536792755,0.4516970503743583,60.11680208828931,0.0,0.0,29122.107536792755,True,False,False,1,Single-Dimension Underserved
KANO_W095,Dawakin Kudu,Jido,28748.975908994675,1.9606748119383528,100.0,100.0,3.600180131514451,28748.975908994675,0.5426344056751963,79.26356043094165,0.0,0.0,28748.975908994675,True,False,False,1,Single-Dimension Underserved
KANO_W096,Dawakin Kudu,Tanburawa,59871.07987475395,2.5752264651641257,92.95073188966909,100.0,6.15410209194601,59871.07987475395,0.4984906441655725,44.7283748874202,0.0,0.0,59871.07987475395,True,False,False,1,Single-Dimension Underserved
KANO_W097,Dawakin Kudu,Tsakuwa,60278.01387953758,3.971312907832245,76.8317999211234,94.56345542483056,14.918136247386288,60278.01387953758,0.4232439445251735,7.235947672518815,3.3792642983035046,0.0,60278.01387953758,True,True,False,2,Compound Underserved
KANO_W098,Dawakin Kudu,Unguwar Duniya,13425.575059175491,2.585819867759404,76.01099231547407,100.0,6.293501823075948,13425.575059175491,0.3216445716688554,27.834900535488497,0.0,0.0,13425.575059175491,True,False,False,1,Single-Dimension Underserved
KANO_W099,Dawakin Kudu,Yan Barau,14766.157083034515,4.841815375908084,43.27884101716675,100.0,6.8321227095414105,14766.157083034515,0.2661363293245634,10.055030445265428,0.0,0.0,14766.157083034515,True,True,True,3,Critical Underserved
KANO_W100,Dawakin Kudu,Yankatsari,17537.378254890442,1.2165403871643166,99.91936814200729,100.0,4.647074691303642,17537.378254890442,0.4027253110482919,40.771410473872606,0.0,0.0,17537.378254890442,True,False,False,1,Single-Dimension Underserved
KANO_W101,Dawakin Kudu,Yargaya,32991.90990900993,3.756987120189157,53.77489600728904,97.13638492462356,9.063987645519935,32991.90990900993,0.4567797930872427,24.934139000760783,0.7307057678920468,0.0,32991.90990900993,True,True,True,3,Critical Underserved
KANO_W102,Dawakin Kudu,Zogarawa,14024.368523597715,3.3027578660766435,62.6882739315796,100.0,7.308227287811947,14024.368523597715,0.4028808845273387,21.311177446087047,0.0,0.0,14024.368523597715,True,False,True,2,Compound Underserved
KANO_W103,Dawakin Tofa,Danguguwa,36233.21717572212,1.1381025677175742,99.3977255718471,100.0,3.9745154232033104,36233.21717572212,1.0519157685236855,37.33867981014004,0.0,0.0,36233.21717572212,False,False,False,0,Relatively Better Served
KANO_W104,Dawakin Tofa,Dawaki East,27149.51277589798,1.007824596437585,100.0,100.0,3.0491537893696843,27149.51277589798,2.3064689895523176,41.45634121834593,0.0,0.0,27149.51277589798,False,False,False,0,Relatively Better Served
KANO_W105,Dawakin Tofa,Dawaki West,22233.994185447693,0.2825936666551468,99.96784330878896,100.0,1.4808078346005709,22233.994185447693,2.364769273300434,42.78809517828485,0.0,0.0,22233.994185447693,False,False,False,0,Relatively Better Served
KANO_W106,Dawakin Tofa,Dawanau,98071.73553156853,1.5153826172505835,100.0,100.0,3.589431978692011,98071.73553156853,1.2847254352622366,87.02878278345737,0.0,0.0,98071.73553156853,False,False,False,0,Relatively Better Served
KANO_W107,Dawakin Tofa,Ganduje,23467.54290318489,2.0440540479596323,94.8410143461022,100.0,4.835783744684681,23467.54290318489,1.4789937315801198,16.092358421217124,0.0,0.0,23467.54290318489,False,False,False,0,Relatively Better Served
KANO_W108,Dawakin Tofa,Gargari,43409.82552909851,1.486127291096482,88.89328286869194,100.0,5.042299973274182,43409.82552909851,1.7263654247173,22.43262271460057,0.0,0.0,43409.82552909851,False,False,False,0,Relatively Better Served
KANO_W109,Dawakin Tofa,Jalli,40162.44495844841,1.5772471389036302,95.68339445649076,100.0,5.573332341467395,40162.44495844841,1.2662104748377825,33.34770224948417,0.0,0.0,40162.44495844841,False,False,False,0,Relatively Better Served
KANO_W110,Dawakin Tofa,Kwa,28900.380245685577,0.9963199800800234,100.0,100.0,2.048930804664706,28900.380245685577,1.241588230184381,16.632143538870718,0.0,0.0,28900.380245685577,False,False,False,0,Relatively Better Served
KANO_W111,Dawakin Tofa,Marke,48419.74295783043,1.273245799728266,95.80942665623812,100.0,4.655206739858354,48419.74295783043,1.354687642773125,18.979595712514776,0.0,0.0,48419.74295783043,False,False,False,0,Relatively Better Served
KANO_W112,Dawakin Tofa,Tattarawa,29552.52535843849,1.8140400356908983,92.80994054613365,100.0,5.296411897658439,29552.52535843849,0.91450295100594,10.250496621773102,0.0,0.0,29552.52535843849,False,False,False,0,Relatively Better Served
KANO_W113,Dawakin Tofa,Tumfafi,75784.21090984344,1.288525046380966,98.32859960637973,100.0,4.186306075966586,75784.21090984344,1.0252272358888124,70.72956587519536,0.0,0.0,75784.21090984344,False,False,False,0,Relatively Better Served
KANO_W114,Doguwa,Dadin Kowa,34138.73034656048,3.753737357839961,86.76605603441257,99.18602735059945,9.219927645429845,34138.73034656048,1.580259909853623,7.248015462031195,0.0,0.0,34138.73034656048,False,False,False,0,Relatively Better Served
KANO_W115,Doguwa,Dariyar Shere,15075.104060411451,6.28020711157244,46.26967603438219,75.7923486433728,16.970017424889924,15075.104060411451,2.124975863493167,5.248116321989189,12.872155692542636,0.0,15075.104060411451,False,True,True,2,Compound Underserved
KANO_W116,Doguwa,Dogon Kawo,22825.217678785324,3.304337122557586,67.77403218187982,96.336645624414,11.12771842390137,22825.217678785324,0.8042525227308776,5.700313089068291,0.0,0.0,22825.217678785324,False,False,True,1,Single-Dimension Underserved
KANO_W117,Doguwa,Doguwa,26254.71422982216,1.4840501076411656,97.61028652551404,100.0,7.89193334147289,26254.71422982216,1.042390650867556,6.392432557770655,0.0,0.0,26254.71422982216,False,False,False,0,Relatively Better Served
KANO_W118,Doguwa,Falgore,37270.93701219559,1.5662772047960805,93.77515579470918,97.57271334869247,9.52977036113317,37270.93701219559,0.8000143892777202,5.865988835228809,0.0,0.0,37270.93701219559,False,False,False,0,Relatively Better Served
KANO_W119,Doguwa,Maraku,19388.52417564392,3.815174910021871,64.11714083749212,94.68299355849186,10.378226899504607,19388.52417564392,2.3302156523002724,5.736231668617108,1.097327385543447,0.0,19388.52417564392,False,True,True,2,Compound Underserved
KANO_W120,Doguwa,Riruwai,21745.184274196625,4.166593955837779,72.30289555218086,87.95173562269409,14.339269052304315,21745.184274196625,1.244796499162378,2.768622213588129,1.633426541939568,0.0,21745.184274196625,False,True,False,1,Single-Dimension Underserved
KANO_W121,Doguwa,Tagwaye,19780.243477344517,2.8705536829015483,93.25571623060632,96.19822423959332,12.83293286712948,19780.243477344517,1.521401180724583,6.54929883098152,0.4346898579247037,0.0,19780.243477344517,False,False,False,0,Relatively Better Served
KANO_W122,Doguwa,Unguwar Natsohuwa,14245.234813451769,5.281125317957692,69.53600493091663,88.35433046748929,17.57480763263316,14245.234813451769,1.0135045876296909,3.693162705474133,11.624242412165406,0.0,14245.234813451769,False,True,False,1,Single-Dimension Underserved
KANO_W123,Doguwa,Zainabi,24553.09049201012,4.647839192487567,57.60453911461892,89.47684159396847,12.214397904625423,24553.09049201012,1.6244719321845618,3.446928467617257,2.8293662920418288,0.0,24553.09049201012,False,True,True,2,Compound Underserved
KANO_W124,Fagge,Fagge A,21010.16823577881,0.7360065172228752,100.0,100.0,1.1796648038114,21010.16823577881,0.859496176214369,294.0514801072823,0.0,0.0,21010.16823577881,False,False,False,0,Relatively Better Served
KANO_W125,Fagge,Fagge B,4685.191780090332,0.5726810338764712,100.0,100.0,0.9187568401787294,4685.191780090332,0.8590146443240101,294.1533056828796,0.0,0.0,4685.191780090332,False,False,False,0,Relatively Better Served
KANO_W126,Fagge,Fagge C,10101.682329177856,0.8494366396973334,100.0,100.0,1.08768056804603,10101.682329177856,0.8807921629455486,297.5640661873244,0.0,0.0,10101.682329177856,False,False,False,0,Relatively Better Served
KANO_W127,Fagge,Fagge D1,4411.782623291016,0.5604751173931566,100.0,100.0,0.5604751173931566,4411.782623291016,0.8580972396144356,294.0,0.0,0.0,4411.782623291016,False,False,False,0,Relatively Better Served
KANO_W128,Fagge,Fagge D2,21891.856940746307,1.6365006582289616,100.0,100.0,2.443020466823689,21891.856940746307,0.8129369595281581,278.50919775049715,0.0,0.0,21891.856940746307,False,False,False,0,Relatively Better Served
KANO_W129,Fagge,Kwachiri,166962.76798653603,1.351637345449164,99.80975636964978,100.0,3.005163704877857,166962.76798653603,0.6840135437046407,211.2724197255245,0.0,0.0,166962.76798653603,False,False,False,0,Relatively Better Served
KANO_W130,Fagge,Rijiyar Lemo,38690.50396347046,1.1537238284486764,100.0,100.0,1.7394336894177207,38690.50396347046,0.8127794041140658,237.3893515763956,0.0,0.0,38690.50396347046,False,False,False,0,Relatively Better Served
KANO_W131,Fagge,Sabon Gari East,43938.46072053909,0.7226096365549315,100.0,100.0,2.2167148784338213,43938.46072053909,0.7664880696316698,242.43605754459745,0.0,0.0,43938.46072053909,False,False,False,0,Relatively Better Served
KANO_W132,Fagge,Sabon Gari West,25856.611166000366,1.0817463382727577,100.0,100.0,1.49194767669394,25856.611166000366,0.8329483702870405,282.6024790503192,0.0,0.0,25856.611166000366,False,False,False,0,Relatively Better Served
KANO_W133,Fagge,Yammata,51146.59191703797,1.435685301173626,100.0,100.0,1.6908940627156577,51146.59191703797,0.756317365330971,195.21774498865204,0.0,0.0,51146.59191703797,False,False,False,0,Relatively Better Served
KANO_W134,Gabasawa,Gabasawa,52927.08869194984,2.684466915871788,86.39652010093025,98.03212992533588,8.337513820158089,52927.08869194984,0.8333101670251656,12.149198399126892,0.0,0.0,52927.08869194984,False,False,False,0,Relatively Better Served
KANO_W135,Gabasawa,Garun Danga,43471.14401483536,2.764647549956175,87.26297050762219,100.0,6.815156364014248,43471.14401483536,0.9876398993514004,9.460919383343432,0.0,0.0,43471.14401483536,False,False,False,0,Relatively Better Served
KANO_W136,Gabasawa,Joda,28405.73940372467,5.925488708111634,63.76633990060927,72.49479558933587,14.744934336079172,28405.73940372467,0.4575326914918785,4.460966337329157,3.7215587114495694,0.0,28405.73940372467,True,True,True,3,Critical Underserved
KANO_W137,Gabasawa,Karmami,33564.32561326027,2.321785901922826,88.78946617909104,97.0011837173765,7.499886036111651,33564.32561326027,0.6366450903286391,12.462920461268158,0.0,0.0,33564.32561326027,False,False,False,0,Relatively Better Served
KANO_W138,Gabasawa,Mekiya,47392.77117872238,2.600088030493759,83.49387145073685,100.0,7.787349785558612,47392.77117872238,0.6953736162302181,6.9369978011573386,0.0,0.0,47392.77117872238,False,False,False,0,Relatively Better Served
KANO_W139,Gabasawa,Tarauni,16585.90804719925,3.177152545627335,80.79524825439162,100.0,7.585701716595945,16585.90804719925,0.6116832446562622,9.77576244628501,0.0,0.0,16585.90804719925,True,False,False,1,Single-Dimension Underserved
KANO_W140,Gabasawa,Yautar Arewa,24548.45909166336,4.27116675276528,69.56212919923172,96.3557528254168,7.898156103141971,24548.45909166336,0.6828781909662445,5.617165779901258,0.0,0.0,24548.45909166336,False,True,False,1,Single-Dimension Underserved
KANO_W141,Gabasawa,Yautar Kudu,43056.72741103172,3.662175062345519,71.5230553155832,94.090240044633,8.433831503582951,43056.72741103172,0.692185760273638,12.109447899622037,0.0,0.0,43056.72741103172,False,False,False,0,Relatively Better Served
KANO_W142,Gabasawa,Yumbu,21010.183431625366,4.063849732913497,54.47275658670816,100.0,8.721414738418476,21010.183431625366,0.6106521348757382,4.4468423868549545,0.0,0.0,21010.183431625366,True,True,True,3,Critical Underserved
KANO_W143,Gabasawa,Zakirai,33067.38787722588,0.7237532645277132,100.0,100.0,2.595642190961948,33067.38787722588,0.8719301396128271,13.34139317742556,0.0,0.0,33067.38787722588,False,False,False,0,Relatively Better Served
KANO_W144,Gabasawa,Zugachi,34554.24743318558,4.067340237973877,63.88084907512985,94.21914220050864,9.985876793441784,34554.24743318558,0.6673866018657885,9.976935286276763,0.0,0.0,34554.24743318558,False,True,True,2,Compound Underserved
KANO_W145,Garko,Dal,25683.29281592369,2.8455798440349547,77.07801131085486,98.99359102176592,9.452801287011011,25683.29281592369,1.0220378576837996,7.905359507976986,0.0,0.0,25683.29281592369,False,False,False,0,Relatively Better Served
KANO_W146,Garko,Garin Ali,28029.41776585579,2.7122474341296177,79.68048243684854,93.4448863553549,10.373134309993826,28029.41776585579,0.3966381356731259,4.005484655435843,0.0,0.0,28029.41776585579,True,False,False,1,Single-Dimension Underserved
KANO_W147,Garko,Garko,61503.04936790466,0.7115980847988298,100.0,100.0,2.618580987233856,61503.04936790466,0.9268147608992168,13.061241345059257,0.0,0.0,61503.04936790466,False,False,False,0,Relatively Better Served
KANO_W148,Garko,Gurjiya,31266.79181075096,3.747666173247064,80.21505758501513,87.9772603573616,11.052988508540611,31266.79181075096,0.7739829833232572,10.266780406005426,0.0,0.0,31266.79181075096,False,False,False,0,Relatively Better Served
KANO_W149,Garko,Kafin Malamai,35540.994270563126,3.302697524478775,71.08955441094584,85.6533929409982,10.11421185537624,35540.994270563126,0.7956480524912589,15.425973364402418,0.0,0.0,35540.994270563126,False,False,False,0,Relatively Better Served
KANO_W150,Garko,Katumari,21477.0840280056,3.5458319726439007,80.87666891268807,99.30662357472345,9.436635247665068,21477.0840280056,0.703926260101024,10.793642490714335,0.0,0.0,21477.0840280056,False,False,False,0,Relatively Better Served
KANO_W151,Garko,Kwas,26535.08460044861,4.843731592969276,48.8319450736797,94.45126898761532,9.829716781625905,26535.08460044861,0.8920494705517663,5.565223716058875,0.0,0.0,26535.08460044861,False,True,True,2,Compound Underserved
KANO_W152,Garko,Raba,32359.28558063507,5.396439491910964,41.00617307055834,90.63643710986578,9.338534992115823,32359.28558063507,0.570247163499674,7.210465126471317,0.0,0.0,32359.28558063507,True,True,True,3,Critical Underserved
KANO_W153,Garko,Sarina,34067.781299591064,3.405148126969355,73.20789943165575,100.0,8.0251663123242,34067.781299591064,0.7426631778106914,11.770073729889626,0.0,0.0,34067.781299591064,False,False,False,0,Relatively Better Served
