Ward_ID,LGA,Ward,Demand_Population,Routing_Cells,Weighted_Mean_Time_Min,Median_Cell_Time_Min,P90_Cell_Time_Min,Max_Time_Min,Pop_Within_5min,Pct_Within_5min,Pop_Within_10min,Pct_Within_10min,Pop_Within_15min,Pct_Within_15min,Pop_Within_30min,Pct_Within_30min,Ward_Raster_Population,Population_Difference,Population_Difference_Pct,Poor_Access_Rank
KANO_W030,Bagwai,Wuro Bagga,33477.731825351715,54,1.6830662375722731,1.874792667038836,3.2528814195846527,3.993468330765667,33477.731825351715,100.0,33477.731825351715,100.0,33477.731825351715,100.0,33477.731825351715,100.0,33477.731825351715,0.0,0.0,338
KANO_W031,Bebeji,Anadariya,8706.878468036652,28,2.531069401943014,3.139857325142254,5.254562427309917,7.647827141142372,5385.559970378876,61.854084562561795,8706.878468036652,100.0,8706.878468036652,100.0,8706.878468036652,100.0,8706.878468036652,0.0,0.0,233
KANO_W032,Bebeji,Baguda,15720.371176481247,25,3.6120037840980816,4.7315165866312245,6.108048591063225,8.078896608435425,11950.556377887726,76.01955605072848,15720.371176481247,100.0,15720.371176481247,100.0,15720.371176481247,100.0,15720.371176481249,-1.8189894035458565e-12,-1.1570906202693161e-14,107
KANO_W033,Bebeji,Bebeji,58952.98099374771,55,1.8073715924843372,1.6316685407238967,11.162549009385865,13.947583153778636,50617.53076314926,85.86085030800653,55841.46431899071,94.7220367446949,58952.98099374771,100.0,58952.98099374771,100.0,58952.98099374771,0.0,0.0,325
KANO_W034,Bebeji,Damau,21675.213315963745,34,5.266829764519713,5.419438113907052,11.227279231464042,14.25050530162754,11707.763503313065,54.01452494444575,16879.14652991295,77.87303536007877,21675.213315963745,100.0,21675.213315963745,100.0,21675.213315963745,0.0,0.0,25
KANO_W035,Bebeji,Durmawa,29779.589923381805,60,3.1041726251608255,2.1395380823591674,8.298461578074038,13.947583153778636,19490.40969467163,65.4488854440823,29014.844012737274,97.4319797129104,29779.589923381805,100.0,29779.589923381805,100.0,29779.589923381805,0.0,0.0,163
KANO_W036,Bebeji,Gargai,21902.19045829773,29,1.9006592219563367,3.0539962759430708,8.205132527229656,8.664017420790032,20940.34189605713,95.60843668092475,21902.19045829773,100.0,21902.19045829773,100.0,21902.19045829773,100.0,21902.19045829773,0.0,0.0,311
KANO_W037,Bebeji,Gwarmai,54313.49741625786,73,2.437268322402319,3.348679911162007,6.088839833367768,10.986867487521913,45294.93859767914,83.39536349600061,53946.31331348419,99.32395422824723,54313.49741625786,100.0,54313.49741625786,100.0,54313.49741625786,0.0,0.0,245
KANO_W038,Bebeji,Kofa,23055.134974956512,7,3.3135361181635905,3.2590023513009774,6.072774456202936,6.072774456202936,11608.127469539642,50.349423163858695,23055.134974956512,100.0,23055.134974956512,100.0,23055.134974956512,100.0,23055.134974956512,0.0,0.0,139
KANO_W039,Bebeji,Kuki,24537.51567196846,47,4.113520457310482,3.385168242776839,10.699755605377959,11.34009226017188,16471.608987808228,67.12826680585809,20729.92506480217,84.48257493517951,24537.51567196846,100.0,24537.51567196846,100.0,24537.51567196846,0.0,0.0,69
