Demand_ID,Grid_Row,Grid_Col,Demand_Cell_Population,Nearest_Node,Snap_Distance_m,Snap_Quality,Demand_Node,Accessible_PHC_Nodes,Accessible_PHC_Count,TwoSFCA_per_Person,Mean_PHC_Travel_Time_Min,Min_PHC_Travel_Time_Min,Max_PHC_Travel_Time_Min,TwoSFCA_per_10000,TwoSFCA_Class,Travel_Time_Min,Ward_ID,LGA,Ward,Planning_Priority_Rank,Planning_Priority_Score_100,Facility_ID,facility_name,Nearest_Existing_PHC_m,Population_Score,Supply_Deficit_Score,Travel_Deficit_Score,PHC_Separation_Score,Ward_Priority_Score,Candidate_Score,Candidate_Score_100,Candidate_Rank,Scenario_Shortlist
KANO_DMD_15837,154,115,31.313364505767822,2991634801,865.8662960019068,Moderate,,0.0,0.0,0.0,,,,0.0,Very Low,17.54664401964211,KANO_W438,Tudun Wada,Baburi,8,68.35307752795818,KANO_PHC_0628,Tukuda Health Post,4237.850037566863,0.001506106054782106,1.0,0.5149121624309915,0.22718642249322607,0.6691246117199727,0.45442468884861414,45.44246888486141,14,Top 20
KANO_DMD_02142,38,49,196.56772446632385,2843846776,1147.4901295582856,Poor,,0.0,0.0,0.0,,,,0.0,Very Low,18.728144632859085,KANO_W428,Tsanyawa,Daddarawa,14,65.72026118424866,KANO_PHC_0240,Unguwar Bakke Health Post,3990.9112597035187,0.010095856836275981,1.0,0.5495836947755284,0.21384287829898027,0.5777191188843039,0.4527938396392659,45.27938396392659,15,Top 20
KANO_DMD_14874,140,94,90.73217248916626,5255073329,198.20675207441155,Excellent,,0.0,0.0,0.0,,,,0.0,Very Low,17.461726116679188,KANO_W444,Tudun Wada,Nata-Ala,20,62.84254210946516,KANO_PHC_0516,Kazaurawa Health Post,6205.267159161644,0.004594634263252097,1.0,0.5124202180457976,0.33349745852274676,0.47781115116689754,0.45166816778323693,45.16681677832369,16,Top 20
KANO_DMD_11042,110,126,1762.0546972751617,4348026559,241.1334274454356,Excellent,,0.0,0.0,0.0,,,,0.0,Very Low,17.066308921719028,KANO_W154,Garko,Zakarawa,23,61.738784301723214,KANO_PHC_0907,Kafinchiri Primary Health Center,3584.7397588823146,0.09146825119436036,1.0,0.500816567644535,0.19189506022623443,0.4394911496107993,0.45033716288223025,45.033716288223026,17,Top 20
KANO_DMD_15705,151,114,165.08956813812256,2752211566,1123.8836562366178,Poor,,0.0,0.0,0.0,,,,0.0,Very Low,20.013714808876294,KANO_W391,Sumaila,Sitti,37,57.41189006186518,KANO_PHC_0177,Matugwai Health Post,5214.159625596583,0.008459654814225295,1.0,0.5873091833959622,0.27994213080222985,0.2892710625215511,0.4409181589959496,44.09181589959496,18,Top 20
KANO_DMD_07405,81,163,1337.7163197994232,2753301267,787.0748366899637,Moderate,,0.0,0.0,0.0,,,,0.0,Very Low,15.036313947045004,KANO_W167,Gaya,Gamoji,15,64.01731586930394,KANO_PHC_0825,Gamoji Health Post,3146.4106079410462,0.06941158103806269,1.0,0.4412456832655421,0.16820957652934904,0.5185966676899305,0.4361637142129226,43.61637142129226,19,Top 20
KANO_DMD_15936,156,134,216.71364998817444,2897362824,147.63852520905627,Excellent,,0.0,0.0,0.0,,,,0.0,Very Low,19.007754189865867,KANO_W387,Sumaila,Magami,60,53.288701299220406,KANO_PHC_0074,Gwanda Health Post,6902.442690360273,0.011143021216910402,1.0,0.5577889311428682,0.37116992370698715,0.14612317383402232,0.4351884985330971,43.51884985330971,20,Top 20
KANO_DMD_11930,116,65,11292.915103912354,11268485560,136.31813219477465,Excellent,11268485560.0,5.0,5.0,4.9665895136436945e-05,11.075546365749048,6.072774456202936,14.849862426591898,0.49665895136436944,Low,6.072774456202936,KANO_W038,Bebeji,Kofa,49,54.95262214601206,KANO_PHC_0782,Kofa Primary Health Center,828.9247116532275,0.5868725215915925,0.7828398980458288,0.17820760617806852,0.042982280337857955,0.2038907828067942,0.4342496725559068,43.42496725559068,21,Reserve
KANO_DMD_14698,138,88,831.1096343994141,4087861635,444.07669551829025,Good,4087861635.0,1.0,1.0,1.4363164595928456e-05,11.774419500417435,11.774419500417435,11.774419500417435,0.14363164595928457,Very Low,11.774419500417437,KANO_W443,Tudun Wada,Karefa,9,67.72975823955798,KANO_PHC_1020,Karefa Health Post,6151.255391405646,0.04307868928946724,0.9371982266811484,0.3455242951041094,0.3305788873032021,0.6474843606305545,0.430663291636485,43.0663291636485,22,Reserve
KANO_DMD_03323,49,103,11618.191134214401,2817561866,9.853030330353684,Excellent,2817561866.0,12.0,14.0,4.681498734229176e-05,10.714909053493637,0.916128985980063,14.258810514803342,0.46814987342291764,Low,0.916128985980063,KANO_W319,Minjibir,Gandurwawa,26,60.56987648435705,KANO_PHC_0886,Gadurwawa Primary Health Center,614.8756565474027,0.6037800333580303,0.7953052613607912,0.026884112808617137,0.03141595992737253,0.3989092854860573,0.429940470447042,42.994047044704196,23,Reserve
